book_name;book_author
O ELEFANTE DA DONA BIBI;REZA DALVAND
O ELEFANTE DIFERENTE (QUE ESPANTAVA TODA A GENTE);MANUELA CASTRO NEVES
O ELMER;DAVID MCKEE
O ELMER E AS BALEIAS;DAVID MCKEE
O ELMER E O ARCO-ÍRIS;DAVID MCKEE
O ELMER E O URSINHO PERDIDO;DAVID MCKEE
O ELMER E O WILBUR;DAVID MCKEE
O ESCONDERIJO DE AVECASTA;CONCEIÇÃO GODINHO
O ESCURO;LEMONY SNICKET
O ESPAÇO;ALAN DYER
O ESPAÇO;ALLAN SANDERS E RUTH MARTIN
O ESPAÇO;RUTH MARTIN
O ESPANTALHO ENAMORADO;GUIDO VISCONTI
O ESTRANHÃO;ÁLVARO MAGALHÃES
O ESTRANHÃO ;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 1;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 13: OH NÃO! SOU UM INFLUENCIADOR DIGITAL;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 3: UMA MOSCA NA SOPA;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 5: QUEM VÊ LIKES NÃO VÊ CORAÇÕES;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 6: VIAGEM DO TEMPO EM CUECAS;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 6: VIAGEM NO TEMPO EM CUECAS;ÁLVARO MAGALHÃES
O ESTRANHÃO - LIVRO 7: O ÚLTIMO A DORMIR APAGA A LUA;ÁLVARO MAGALHÃES
O ESTRANHÃO - SOCORRO, A MINHA MÃE ESTÁ AVARIADA;ÁLVARO MAGALHÃES
O ESTRANHÃO - SOCORRO, A MINHA MÃE ESTÁ AVARIADA!;ÁLVARO MAGALHÃES
O ESTRANHÃO- LIVRO 4: SOCORRO, A MINHA MÃE ESTÁ AVARIADA!;ÁLVARO MAGALHÃES
O ESTRANHÃO- VIAGEM NO TEMPO EM CUECAS;ÁLVARO MAGALHÃES
O ESTRANHÃO: PERGUNTEM A QUEM NÃO SABE;ÁLVARO MAGALHÃES
O ESTRANHO APETITE DE BELEMUNDO ;ANA LÁZARO
O ESTRANHO CASO DO CHOCO GIGANTE;GERONIMO STILTON
O ESTRANHO CASO DO CHOCO GIGANTE ;GERONIMO STILTON
O ESTRANHO CASO DO RATO DESAFINADO;GERONIMO STILTON
O ESTRANHO CASO DO TIRAMISÚ ;GERONIMO STILTON
O ESTRANHO MUNDO DE JACK;TIM BURTON
O FALSO STILTON;GERONIMO STILTON
O FANTASMA DAS CUECAS ROTAS;ISABEL RICARDO
O FANTASMA DO GRANDE HOTEL;GERONIMO STILTON
O FANTASMA DO METRO;GERONIMO STILTON
O FANTASMA DOS SETE MARES;MARCO INNOCENTI 
O FANTÁSTICO SR. RAPOSO;ROALD DAHL
O FATO NOVO DO IMPERADOR;HANS CHRISTIAN ANDERSEN
O FEITICEIRO HORÁCIO E O VELHO CARVALHO;JAN IVENS
O FILHO DE ASTÉRIX;ALBERT UDERZO
O FLAUSTISTA DE HAMELIN;JAUME CABRÉ (ADAPTAÇÃO)
O FLAUTISTA DE HAMELIN;IRMÃOS GRIMM
O FRIGORÍFICO DA MAGUI;LOIS BRANDT
O GALO DA VELHA LUCIANA;ANTÓNIO MOTA
O GALO E A RAPOSA ;LA FONTAINE
O GATO COMEU;ANA CRISTINA GLUCK
O GATO COMILÃO;PATACRÚA GOMEZ
O GATO DAS BOTAS;CHARLES PERRAULT
O GATO DAS BOTAS;DAN KERLEROUX
O GATO DAS BOTAS;WALT DISNEY
O GATO DO CHAPÉU;DR. SEUSS
O GATO DOURADO;MATILDE ROSA ARAÚJO
O GATO E A RAINHA SÓ;CARLA MAIA DE ALMEIDA
O GATO E O ESCURO;MIA COUTO
O GATO E O RATO;LUÍSA DUCLA SOARES
O GATO E O RATO QUEREM SAIR DAQUI;GÜNTHER JAKOBS
O GATO GATÃO POETA DE PROFISSÃO;GRAÇA BREIA
O GATO MALHADO;CLARA CUNHA
O GATO MALUCO- TRAVA-LÍNGUAS, LENGALENGAS E GATAFUNHOS;SÉRGIO FRANCLIM
O GATUNO E O EXTRATERRESTRE TROMBUDO ;MARIA JOÃO LOPES
O GIGANTE EGOÍSTA;OSCAR WILDE
O GIGANTE EGOÍSTA E O PRINCÍPE FELIZ;DAVID WALLIAMS
O GIGANTE EGOÍSTA E O PRÍNCIPE FELIZ;OSCAR WILDE
O GIGANTE EGOÍSTA, SEGUIDO DE O PRÍNCIPE FELIZ;OSCAR WILDE
O GRANDE LIVRO DAS ADIVINHAS;JOSÉ VIALE MOUTINHO
O GRANDE LIVRO DE FÁBULAS PARA ADORMECER;VÁRIOS
O GRANDE LIVRO DOS ANIMAIS;MARIA ISABEL DE MENDONÇA SOARES (ADAPT.)
O GRANDE LIVRO DOS DRAGÕES;FEDERICA MAGRIN
O GRANDE VOO DO PARDAL;LÍDIA JORGE
O GRILO NEGRITO;M. CAROLINA PEREIRA ROSA
O GRUFALÃO;JULIA DONALDSON
O GUI E O DIA DA CRIANÇA;CLARA CAMPOS ET AL
O GUIRILAMPO;SÓNIA SOUSA
O H PERDEU UMA PERNA;ANA VICENTE
O HERÓI DA CAPA PRETA ;PEDRO LEITÃO
O HOMEM CORAÇÃO DE CHOUPO;MARCO TAYLOR
O HOMEM DA NUVEM ESCURA;INÊS VINAGRE
O HOMEM DA RÁDIO;PAULA CARDOSO ALMEIDA
O HOMEM QUE CARREGAVA PEDRAS;MARCO TAYLOR
O HOMEM QUE ENGOLIU A LUA;MÁRIO DE CARVALHO
O HOMEM QUE NÃO QUERIA SONHAR E OUTRAS HISTÓRIAS;ÁLVARO MAGALHÃES
O HOMEM QUE TINHA UMA ÁRVORE NA CABEÇA;JOSÉ JORGE LETRIA
O HOMEM-ARANHA & MOTOQUEIRO FANTASMA  ;TODD MCFARLANE
O HOMEM-CÃO DESGOVERNADO;DAV PILKEY
O HOTEL EXTRAVAGÂNCIA DE NATAL;TRACEY CORDEROY
O INCRÍVEL MUNDO DAS FADAS;MARCELA GREZ
O INCRÍVEL MUNDO DE GUMBALL;FRANK GIBSON
O INCRÍVEL MUNDO DE GUMBALL - AVENTURAS AOS QUADRADINHOS!;CARTOON NETWORK
O INCRÍVEL MUNDO DE GUMBALL - VOLUME 2 ;BEN BOCQUELET
O INCRÍVEL MUNDO DE GUMBALL: DUAS HISTÓRIAS ALUCINANTES;AAVV (VÁRIOS AUTORES)
O INCRIVEL RAPAZ QUE COMIA LIVROS;OLIVER JEFFERS
O INCRÍVEL RAPAZ QUE COMIA LIVROS;OLIVER JEFFERS
O INCRÍVEL TITANIC;VALENTINA FACCI
O INDISPENSÁVEL DE CALVIN & HOBBES;BILL WATTERSON
O JANTAR DOS ANIMAIS;JOSÉ FANHA ET AL
O JANTAR DOS ANIMAIS;LUÍSA DUCLA SOARES
O JARDIM DA AMIZADE;ANN BRAYBROOKS
O JARDIM DE HELENA;NUNO HIGINO
O JARDIM DOS ANIMAIS COM ALMA;JOSÉ RODRIGUES DOS SANTOS
O JARDIM MÁGICO [O CUBO];FÁTIMA SOUSA
O JOÃO E O SALTICÃO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O KARATÉ TE DOU EU;GERONIMO STILTON
O LADRÃO DE PALAVRAS;FRANCISCO DUARTE MANGAS
O LAGARTO;JOSÉ SARAMAGO
O LÁPIS MÁGICO DE MALALA;MALALA YOUSAFZAI
O LEÃO COMILÃO E OUTRAS FÁBULAS QUE AQUI ESTÃO!;DANIEL MARQUES FERREIRA
O LEÃO E O CANGURU;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O LEÃO E O PÁSSARO;MARIANNE DUBUC
O LEÃO E O RATO;ANTHONY ROBINSON
O LEÃO E O RATO;JEAN DE LA FONTAINE
O LEÃO QUE TEMOS CÁ DENTRO;RACHEL BRIGHT
O LEITÃO AZUL;PEDRO LEITÃO
O LIMPA-PALAVRAS E OUTROS POEMAS ;ÁLVARO MAGALHÃES
O LIVRINHO DOS MACACOS;LEONEL NEVES
O LIVRO COM FOME;ANDRE MADALENO
O LIVRO COM FOME;ANDRÉ MADALENO
O LIVRO COM FOME ;ANDRÉ MADALENO
O LIVRO COMPLETO DAS PRINCESAS;WALT DISNEY
O LIVRO DA AVÓ;LUÍS SILVA
O LIVRO DA AVÓ ALICE;ALICE VIEIRA
O LIVRO DA SELVA;RUDYARD KIPLING
O LIVRO DA SELVA;WALT DISNEY
O LIVRO DA SELVA- AS AVENTURAS DE MOGLI ;WALT DISNEY
O LIVRO DA TILA;MATILDE ROSA ARAÚJO
O LIVRO DA VOVÓ PATA;ROSA LOBATO DE FARIA
O LIVRO DAS ADIVINHAS;ANTÓNIO MOTA
O LIVRO DAS ADIVINHAS 1;ANTÓNIO MOTA
O LIVRO DAS BOAS MANEIRAS;WALT DISNEY
O LIVRO DAS BOAS-NOITES;JOSÉ JORGE LETRIA
O LIVRO DAS DATAS;LUÍSA DUCLA SOARES
O LIVRO DAS EMOÇÕES;FILIPA SÁRAGGA
O LIVRO DAS LENGALENGAS 1;ANTÓNIO MOTA
O LIVRO DAS MELHORES AMIGAS;LARA JENNINGS
O LIVRO DAS MINHAS EMOÇÓES;STÉPHANIE COUTURIER
O LIVRO DAS OITO HISTÓRIAS VOL. 1;VÁRIOS
O LIVRO DAS PIADAS SECAS E NÃO SÓ!;JOSÉ MANUEL CARVALHO
O LIVRO DO APRENDIZ DE FEITICEIRO;ANDY LEE
O LIVRO DO APRENDIZ DE FEITICEIRO;LINDY BURNETT
O LIVRO DO NATAL;JOSÉ JORGE LETRIA
O LIVRO DO NATAL;MARIA ALBERTA MENÉRES
O LIVRO DOS CORAÇÕES;LUCIANA GRAÇA
O LIVRO DOS EXAGEROS;ANTÓNIO MOTA
O LIVRO DOS GRANDES OPOSTOS FILOSÓFICOS;OSCAR BRENIFIER
O LIVRO DOS PORQUÊS;FEDERICA MAGRIN
O LIVRO DOS PORQUINHOS;ANTHONY BROWNE
O LIVRO DOS QUINTAIS;BERNARDO P. CARVALHO 
O LIVRO DOS QUINTAIS;ISABEL MINHÓS MARTINS
O LIVRO DOS SENTIMENTOS;TODD PARR
O LIVRO INCLINADO;PETER NEWELL
O LIVRO INCLINADO ;PETER NEWELL
O LIVRO MÁGICO PARA JOVENS BRUXAS;ARIEL KUSBY
O LIVRO QUE LÊ GENTE;ALEXANDRO DE CASTRO GOMES
O LIVRO QUE SÓ QUERIA SER LIDO ;JOSÉ JORGE LETRIA
O LIVRO QUE VOA;PIERRE LAURY
O LIVRO SEM BONECOS;B. J. NOVAK
O LIXO NO LIXO;ESTHER BAYÓN
O LIXO NO LIXO;ESTHER GONZÁLEZ BAYÓN
O LOBO COM BOM CORAÇÃO;ELVIRA FERREIRA
O LOBO E O CORDEIRO;ANA OOM (ADAPT.)
O LOBO E OS 7 CABRITINHOS;NATHALIE CHOUX
O LOBO E OS SETE CABRITINHOS;IRMÃOS GRIMM
O LOBO E OS SETE CABRITINHOS;NICOLE VIROUX-LENAERTS
O LOBO QUE DESCOBRIU O PAÍS DOS CONTOS;ORIANNE LALLEMAND
O LOBO QUE ENCONTROU A AMIZADE;RACHEL BRIGHT
O LOBO QUE ESTAVA FARTO DE ANDAR;ORIANNE LALLEMAND
O LOBO QUE NÃO GOSTAVA DE LER;ORIANNE LALLEMAND
O LOBO QUE PARTIU À DESCOBERTA DO MUSEU;ORIANNE LALLEMAND
O LOBO QUE QUERIA MUDAR DE COR;ORIANNE LALLEMAND
O LOBO QUE QUERIA SER ARTISTA;ORIANNE LALLEMAND
O LOBO QUE QUERIA UMA FESTA DE ANOS;ORIANNE LALLEMAND
O LOBO QUE SE ACHAVA O MAIOR;ORIANNE LALLEMAND
O LOBO QUE SONHAVA COM O OCEANO;ORIANNE LALLEMAND
O LOBO QUE TINHA A CABEÇA NA LUA;ORIANNE LALLEMAND
O LOBO QUE VIAJAVA NO TEMPO;ORIANNE LALLEMAND
Ó MÃÃÃEEE!;ILAN BRENMAN
O MACACO DE RABO CORTADO;ANA OOM (ADAPT.)
O MACACO DE RABO CORTADO;ANTÓNIO TORRADO
O MACACO DE RABO CORTADO;JOANA M. LOPES
O MACACO E A VIOLA;ANA MARIA MACHADO
O MACACO E O CROCODILO;LÚCIA VIDAL SOARES
O MACACO QUE FICOU SEM RABO;LUÍSA DUCLA SOARES
O MACAQUINHO DE IMITAÇÃO;NICHA ALVIM
O MAGNETISMO;ANTONELHA MEIAMI-MARUS ED
O MAIOR, O MAIS PERIGOSO E OUTROS ANIMAIS FABULOSOS;JOZUA DOUGLAS
O MAIS ESPECTACULAR ATLAS DO MUNDO INTEIRO PELOS GENIOZINHOS;VÁRIOS
O MANUSCRITO MISTERIOSO;GERONIMO STILTON
O MAR ;ANDRÉ POZNER
O MARINHEIRO;DICK BRUNA
O MATA-PESADELOS;ISABEL STILWELL
O MÉDICO DO MAR;LEO TIMMERS
O MÉDICO DO MAR ;LEO TIMMERS
O MELHOR AMIGO DAS CRIANÇAS;VÁRIOS
O MELHOR PRESENTE DO MUNDO;MARK SPERRING
"O MENINO DA LUA; CORRE, CORRE, CABACINHA";ALICE VIEIRA
O MENINO DE AMARELO E A BORBOLETA BRANCA;JOANA VIEIRA
O MENINO E A NUVEM;LUÍSA DUCLA SOARES
O MENINO ESCRITOR;ROSÁRIO ALÇADA ARAÚJO
O MENINO ETERNO;JOSÉ JORGE LETRIA
O MENINO GORDO;JOSÉ VIALE MOUTINHO
O MENINO MALUQUINHO;ZIRALDO ALVES PINTO
O MENINO QUE COLECIONAVA PALAVRAS;PETER HAMILTON REYNOLDS
O MENINO QUE GRITOU PARA DENTRO;ANA VENTURA
O MENINO QUE NÃO GOSTAVA DE LER;SUSANNA TAMARO
O MENINO QUE NÃO GOSTAVA DE SOPA;CIDÁLIA FERNANDES
O MENINO RECOMPENSADO;ANTÓNIO BOTTO
O MEU AMIGO DE OUTRO MUNDO ;ROSS MONTGOMERY
O MEU AMIGO ZECA TUM-TUM E OS OUTROS;JOSÉ FANHA
O MEU ATLAS DESDOBRÁVEL DOS DINOSSAUROS;VÁRIOS
O MEU AVÔ;CATARINA SOBRAL
O MEU AVÔ CONSEGUE VOAR!;PEDRO SEROMENHO
O MEU AVÔ FOI PARA O CÉU;MARIA TERESA MAIA GONZALEZ
O MEU CORAÇÃO;CORINNA LUYKEN
O MEU CORPO O TEU CORPO;MICK MANNING
O MEU DIÁRIO TOP SECRET- EM DIGRESSÃO PELA AMÉRICA;DEE SHULMAN
O MEU GATINHO MORREU;RUTE PINTO
O MEU LIVRO;PEDRO REISINHO
O MEU LIVRO DE ATIVIDADES COM DINOSSAUROS;DOUGAL DIXON
O MEU LIVRO DE BICICLETAS;CATARINA FREITAS ET AL
O MEU LIVRO TEM BICHO;MADALENA DA LUZ COSTA
O MEU PRIMEIRO ÁLBUM DE POESIA;ALICE VIIERA
O MEU PRIMEIRO LIVRO DAS GRANDES QUESTÕES;AA.VV.
O MEU PRIMEIRO LIVRO DAS GRANDES QUESTÕES;VÁRIOS
O MEU PRIMEIRO LIVRO- O NATAL;DIANA DIAS
O MEU SONHO DE... FADA;ÉMILIE BEAUMONT
O MEU SONHO É MAIOR QUE O TEU;VERGÍLIO ALBERTO VIEIRA
O MEU SONHO É MAIOR QUE O TEU ;VERGÍLIO ALBERTO VIEIRA
O MEU TETRAVÔ... ERA UM GUERREIRO!;RICARDO FRANCAVIGLIA
O MISTÉRIO DA MINHA VIZINHA;SYLVIE RAINAUD
O MISTÉRIO DA PIRÂMIDE DE QUEIJO;GERONIMO STILTON
O MISTÉRIO DA TERRA;CLARA NUNES
O MISTÉRIO DO FARAÓ;JOÃO AGUIAR
O MISTÉRIO DO LADRÃO INVISÍVEL;ENID BLYTON
O MISTÉRIO DO NEVÃO ASSOMBRADO;CARLOS CORREIA ET AL
O MISTÉRIO DO OLHO DE ESMERALDA;GERONIMO STILTON
O MISTÉRIO DO OLHO VIVO;ALFRED HITCHCOCK
O MISTÉRIO DOS ELFOS;GERONIMO STILTON
O MISTERIOSO LADRÃO DE QUEIJOS;GERONIMO STILTON
O MONSTRO DA VERGONHA;TÂNIA CARNEIRO
O MONSTRO DAS CORES;ANNA LLENAS
O MONSTRO DAS CORES;ANNA LLENNAS
O MONSTRO DAS CORES ;ANNA LLENAS
O MONSTRO DAS CORES VAI À ESCOLA;ANNA LLENAS
O MONSTRO DAS FESTINHAS;CARLA ANTUNES
O MONSTRO MARINHO OCRE;PEDRO LEITÃO
O MONSTRO QUE VEIO DO GELO;DAVID WALLIAMS
O MORCEGO BIBLIOTECÁRIO;CARMEN ZITA FERREIRA
O MUITO GRANDE PEQUENO POLEGAR;CHARLES PERRAULT
O MUNDO ASSUSTADOR DOS DINOSSAUROS;PAT JACOBS
O MUNDO DA CARLOTA Nº 1: COM MIL COELHOS;ALICE PANTERMULLER
O MUNDO DA INÊS - A ENTRADA NO COLÉGIO;SARA DE ALMEIDA LEITE
O MUNDO DA INÊS - FÉRIAS ATRIBULADAS;SARA DE ALMEIDA LEITE
O MUNDO DA INÊS- A ENTRADA NO COLÉGIO;SARA DE ALMEIDA LEITE
O MUNDO DA INÊS- AOS 13 TUDO SE COMPLICA;SARA DE ALMEIDA LEITE
O MUNDO DA INÊS- COMO SOBREVIVER À ADOLESCÊNCIA;SARA DE ALMEIDA LEITE
O MUNDO DA INÊS- MEDOS NÃO HÁ QUEM NÃO TENHA;SARA DE ALMEIDA LEITE
O MUNDO DAS PALAVRAS;LEE DAVIS
O MUNDO DE LÁ (LIVRO 8 CRÓNICAS VAMPIRO VALENTIM);ÁLVARO MAGALHÃES
O MUNDO DOS AMIGOS ESTRELA- TRUQUES SOMBRIOS;LINDA CHAPMAN
O MUNDO FANTÁSTICO DE TOM GATES;LIZ PICHON
O MUNDO MARAVILHOSO DOS ANIMAIS- OS LEOPARDOS;WALT DISNEY
O MUNDO MARAVILHOSO DOS DINOSSAUROS;WALT DISNEY
O MUNDO SEGUNDO FELIPE NETO- VERDADES HLÁRIAS DA VIDA;FELIPE NETO
O MURO NO MEIO DO LIVRO;JON AGEE
O NABO GIGANTE;ALEXIS TOLSTOI
O NAMORADO NOVO DA MÃE;ANKE WAGNER
O NARCISO COM PELOS NO NARIZ;ANDREIA PENSO PEREIRA
O NATAL DO BOLINHA;ERIC HILL
O NATAL DO ELMER;DAVID MCKEE
O NATAL DO LOBO PEPE;ÁLVARO PECEGUEIRO
O NATAL DO PANDA;ODA TARO
O NATAL DO RATO RENATO;ANNA CASALIS
O NATAL ESPECIAL DA RENA RUBI;STELLA GURNEY
O NATAL ESTÁ A CHEGAR!;FRANCESCA PESCI ET AL
O NOSSO CÃOZINHO;ANNE CIVARDI
O NOVELO DA MASSINHAS;SHERYL WEBSTER
O NOVELO DE EMOÇÕES;ELIZABETE NEVES
O NOVO COMPUTADOR DA BRUXA MIMI;VALERIE THOMAS
O PAI GALINHA E O SEU PINTAINHO;BERNARDINO PACHECO
O PAI NATAL VAI Á GUERRA;ARYIRO KOKORELI
O PAI NATAL VERDE;NARCISO MOREIRA
O PAÍS DAS PESSOAS DE PERNAS PARA O AR;MANUEL ANTÓNIO PINA
O PAÍS SEM NÚMEROS;JÚLIO BORGES
O PALHAÇO AVARIA E O PLANETA BATERIA;PEDRO SEROMENHO
O PAPÃO;PABLO ALBO
O PASSARINHO PRETO E A ALEGRIA DE TODAS AS CORES;DORINDO CARVALHO
O PÁSSARO DA ALMA;MICHAL SNUNIT
O PÁSSARO DA AVÓ;BENJI DAVIES
O PÁSSARO DO TEMPO ;NATÁLIA BEBIANO DA PROVIDÊNCIA
O PATINHO FEIO;HANS CHRISTIAN ANDERSEN
O PATINHO NA TERRA DO PAI  NATAL;TERESA PAIXÃO
O PATO AMARELO E O GATO RISCADO;MANUELA CASTRO NEVES
O PEDAÇO QUE FALTA;SHEL SILVERSTEIN
O PEDAÇO QUE FALTA;SHEL SILVERSTINE
O PEIXE ARCO-ÍRIS;MARCUS PFISTER
O PEIXINHO DOURADO E O LÁPIS MÁGICO;PAULA VIOTTI
O PEQUENO CARRO VERMELHO;NICOLA BAXTER
O PEQUENO COELHO E O BONECO DE NEVE MÁGICO;CATHERINE WALTERS 
O PEQUENO DRAGÃO-D'ÁGUA;GENEVIÈVE CORDELLE
O PEQUENO INVENTOR;HYUN DUK
O PEQUENO LIVRO DOS MEDOS;SÉRGIO GODINHO
O PEQUENO NICOLAU;JEAN SEMPÉ
O PEQUENO PAI NATAL VAI À CIDADE;ANU STOHNER
O PEQUENO POLEGAR;CHARLES PERRAULT
O PEQUENO POLEGAR;GAUTHIER DOSIMONT
O PERIGO ESTÁ EM TODO LADO;DAVID O'DOHERTY
O PERU QUE VOTOU A FAVOR DO NATAL;MADELEINE COOK
O PINGUIM QUE ODIAVA O FRIO;WALT DISNEY
O PINÓQUIO;ANA OOM (ADAPT.)
O PINTINHO AMARELINHO;VÁRIOS
O PINTO CARECA;MARISA NÚÑEZ
O PINTO PANÇUDO;ANTÓNIO TORRADO
O PIRATA PATA DE LATA;XOSÉ MANUEL GONZÁLEZ
O PIRATINHA SALVA O TAGARELA;DANIELA MAGALHÃES ET AL
O PIRILAMPO DA RITA ;MARIA DA GRAÇA DE RIOS VILELA
O PLANETA AZUL;LUÍSA DUCLA SOARES
O PLANETA BRANCO;MIGUEL SOUSA TAVARES
O PLANETA DE CRISTAL;JÚLIO ISIDRO
O PLANETA DE CRISTAL (PRIMOS ESPECIAIS E ESPACIAIS);JÚLIO ISIDRO
O PLANETA LIMPO DO FILIPE PINTO!;FILIPE PINTO
O POLVO COCEGUINHAS;RUTH GALLOWAY
O POMBO PRECISA DE UM BANHO!;MO WILLEMS
O PONTO;PETER HAMILTON REYNOLDS
O PORQUINHO DE NATAL ;J. K. ROWLING
O PRIMEIRO DIA DE ESCOLA;ANTÓNIO MOTA
O PRIMEIRO PAÍS DA MANHÃ;RICARDO GONÇALVES DIAS
O PRÍNCIPE COM ORELHAS DE BURRO;JOSÉ RÉGIO
O PRÍNCIPE FELIZ;OSCAR WILDE
O PRÍNCIPE FELIZ E OUTRAS HISTÓRIAS;OSCAR WILDE
O PRÍNCIPE QUE GUARDAVA OVELHAS;LUÍSA DUCLA SOARES
O PRÍNCIPE SAPO;JANE PORTER
O PRINCIPEZINHO;ANTOINE DE SAINT-EXUPÉRY
O PRINCIPEZINHO;ANTOINE SAINT-EXUPÉRY
O PRINCIPEZINHO E O PÁSSARO DE FOGO;KATHERINE QUENOT
O PROTESTO;EDUARDA LIMA
O PROTESTO DO LOBO MAU;MARIA LEITÃO
O QUE É O AMOR?;DAVIDE CALI
O QUE É O AMOR?;JOSÉ JORGE LETRIA
O QUE HÁ DEBAIXO DA CAMA?;ROSIE GREENING
O QUE SÃO A BELEZA E A ARTE? - FILOSOFIA PARA CRIANÇAS;OSCAR BRENIFIER
O QUE VAMOS CONSTRUIR;OLIVER JEFFERS
O QUE VAMOS CONTAR?;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O QUEBRA-NOZES ;E. T. A. HOFFMANN
O RABO DO ESQUILO;LARA XAVIER
O RABO DO RATO;ANTÓNIO TORRADO
O RAPAZ AO FUNDO DA SALA;ONJALI Q. RAÚF
O RAPAZ DE BRONZE;SOPHIA DE MELLO BREYNER ANDRESEN 
O RAPAZ DO PIJAMA ÀS RISCAS;JOHN BOYNE
O RAPAZ DOS HIPOPÓTAMOS;MARGARET MAHY
O RAPAZ E O ROBÔ;LUÍSA DUCLA SOARES
O RAPAZ MILIONÁRIO;DAVID WALLIAMS
O RAPAZ QUE DESPEJOU O MAR;PAUL BROWN
O RAPAZ QUE GOSTAVA DE AVES (E DE MUITAS OUTRAS COISAS);ISABEL MINHÓS MARTINS
O RAPAZ QUE TINHA ZERO A MATEMÁTICA;LUÍSA DUCLA SOARES
O RAPAZ SEM ORELHAS DE BURRO;JOÃO MANUEL RIBEIRO
O RATINHO E O MURO VERMELHO;BRITTA TECKENTRUP
O RATINHO MARINHEIRO;LUÍSA DUCLA SOARES
O RATINHO POETA;LUÍSA DUCLA SOARES
O RATINHO TORTO;ANA BEATRIZ AFONSO
O RATO ARTUR;ZACARIAS
O RATO DA CIDADE E O RATO DO CAMPO ;LADYBIRD
O RATO DO CAMPO E O RATO DA CIDADE;ESOPO
O RATO DO CAMPO E O RATO DA CIDADE;JEAN DE LA FONTAINE
O RATO DO CAMPO E O RATO DA CIDADE ;ESOPO
O RATO E O LEÃO;ANA OOM
O RATO QUE CANCELOU O NATAL;MADELEINE COOK
O RATO RENATO;ANA CASALIE
O RATO RENATO;ANNA CASALIS
O RATO RENATO- AS REGRAS SÃO IMPORTANTES!;VALENTINA MAZZOLA
O RATO RENATO DIZ MENTIRAS;VALENTINA MAZZOLA
O RATO RENATO- NÃO ME APETECE IR DORMIR!;MARCO CAMPANELLA
O RATO RENATO- NÃO ME APETECE IR DORMIR!;VALENTINA MAZZOLA
O RATO RENATO NÃO QUER COMER;ANNA CASALIS, MARCO CAMPANELLA , SARA COSTA
O RATO RENATO NÃO QUER TOMAR BANHO;ANNA CASALIS
O RATO RENATO- NÃO QUERO IR AO MÉDICO!;VALENTINA MAZZOLA
O RATO RENATO TEM MEDO;ANNA CASALIS
O RATO RENATO TEM MEDO ;ANNA CASALIS E MARCO CAMPANELLA
O RATO RENATO- TENHO MEDO DO ESCURO!;VALENTINA MAZZOLA
O RATO RENATO VAI TER UM IRMÃO;ANNA CASALIS
O RATO SOLTEIRO ;PACO LIVÁN
O REBANHO PERDEU AS ASAS;ANTÓNIO MOTA
O RECRUTA;ROBERT MUCHAMORE
O REGRESSO A NÁRNIA- O RESGATE DO PRÍNCIPE CASPIAN;C. S. LEWIS
O REGRESSO AO CASTELO DO LORDE AVARENTO;GERONIMO STILTON
O REGRESSO DA BALEIA;BENJI DAVIES
O REI BATOTEIRO;MARGARIDA CASTEL-BRANCO
O REI COTA;MARGARIDA CASTEL-BRANCO
O REI E A ESTRELA;VANDA FURTADO MARQUES
O REI FIXOLAS E O IMPERADOR MALVADO;ANDY RILEY
O REI INCHADO;MARIA JOÃO LOPES
O REI LEÃO;ELIZABETH RUDNICK
O REI LEÃO;VÁRIOS
O REI LEÃO;WALT DISNEY
O REI MENINO;ANTÓNIO TORRADO
O REI MIDAS;ALEX HIRSH
O REI RIQUE E OUTRAS HISTORIAS;ILSE LOSA
O REI RIQUE E OUTRAS HISTÓRIAS;ILSE LOSA
O REI VAI NU;ANA OOM
O REI VAI NU;HANS CHRISTIAN ANDERSEN
O REINO PERDIDO ;ÁLVARO MAGALHÃES
O RELÓGIO DA MINHA AVÓ;GERALDINE MCCAUGHREAN
O RESGATE DO ORELHAS FOFAS;EMMA CHICHESTER CLARK
O RINOCERONTE MUITO MALCRIADO;JEANNE WILLIS
O ROSTO DA AVÓ;SIMONA CIRAOLO
O ROUXINOL;HANS CHRISTIAN ANDERSEN
O ROUXINOL E A SUA NAMORADA;SIDÓNIO MURALHA
O ROUXINOL E O IMPERADOR DA CHINA;HANS CHRISTIAN ANDERSEN
O ROWLEY APRESENTA- UMA AVENTURA SUPIMPA;JEFF KINNEY
O SAPO APAIXONADO;MAX VELTHUIJS
O SAPO E O CANTO DO MELRO;MAX VELTHUIJS
O SAPO ENCONTRA UM AMIGO;MAX VELTHUIJS
O SECADOR DE LIVROS;CARLA MAIA DE ALMEIDA
O SÉCULO MAIS NOVO DO MUNDO;TERESA DURAN
O SEGREDO DA AVÓ;JOÃO BORGES DE OLIVEIRA
O SEGREDO DA ESFINGE;GERONIMO STILTON ET AL
O SEGREDO DA LAGARTA SERAFINA;PALMIRA MARTINS
O SEGREDO DA TARTARUGA HUGA;ANNA OBIOLS
